id,WKT
670,"622334.566836437 5304762.18586531 0.0,622306.34521946 5304751.35849877 0.0,"
671,"622397.68360932 5304796.78037528 0.0,622334.566836437 5304762.18586531 0.0,"
672,"622422.442575704 5304811.45974589 0.0,622397.68360932 5304796.78037528 0.0,"
673,"622445.348094834 5304825.01026124 0.0,622422.442575704 5304811.45974589 0.0,"
674,"622494.467088938 5304854.46114713 0.0,622445.348094834 5304825.01026124 0.0,"
675,"622494.467088938 5304854.46114713 0.0,622445.348094834 5304825.01026124 0.0,"
676,"622445.348094834 5304825.01026124 0.0,622422.442575704 5304811.45974589 0.0,"
677,"622422.442575704 5304811.45974589 0.0,622397.68360932 5304796.78037528 0.0,"
678,"622397.68360932 5304796.78037528 0.0,622334.566836437 5304762.18586531 0.0,"
679,"622334.566836437 5304762.18586531 0.0,622306.34521946 5304751.35849877 0.0,"
680,"622306.34521946 5304751.35849877 0.0,622175.471644851 5304716.80948544 0.0,"
681,"622175.471644851 5304716.80948544 0.0,622043.236940093 5304658.48480132 0.0,"
682,"622043.236940093 5304658.48480132 0.0,621967.884362075 5304621.93460698 0.0,"
683,"621967.884362075 5304621.93460698 0.0,621871.523663691 5304540.62213211 0.0,"
684,"621871.523663691 5304540.62213211 0.0,621732.439979722 5304421.20673976 0.0,"
685,"621732.439979722 5304421.20673976 0.0,621707.605510768 5304413.50039202 0.0,"
686,"621707.605510768 5304413.50039202 0.0,621657.709487784 5304403.53147299 0.0,"
687,"621657.709487784 5304403.53147299 0.0,621650.182299571 5304401.88294323 0.0,"
688,"621650.182299571 5304401.88294323 0.0,621500.046466163 5304373.6596489 0.0,"
689,"621500.046466163 5304373.6596489 0.0,621453.544184444 5304373.00368502 0.0,"
690,"621453.544184444 5304373.00368502 0.0,621443.337948576 5304378.17050808 0.0,"
691,"621443.337948576 5304378.17050808 0.0,621419.261116454 5304397.36667922 0.0,"
692,"621419.261116454 5304397.36667922 0.0,621350.145651138 5304447.71616843 0.0,"
693,"621350.145651138 5304447.71616843 0.0,621304.921273199 5304469.21468795 0.0,"
694,"621304.921273199 5304469.21468795 0.0,621278.024495154 5304478.13397591 0.0,"
695,"621278.024495154 5304478.13397591 0.0,621257.956772572 5304482.77152316 0.0,"
696,"621257.956772572 5304482.77152316 0.0,621179.875225694 5304482.91112438 0.0,"
697,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
698,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
699,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
700,"621201.278943246 5304451.327118 0.0,621190.905833636 5304449.85294061 0.0,"
701,"621201.278943246 5304451.327118 0.0,621222.860532924 5304450.82399951 0.0,"
702,"621222.860532924 5304450.82399951 0.0,621224.651092022 5304450.6836944 0.0,"
703,"621224.651092022 5304450.6836944 0.0,621228.277068087 5304450.40402775 0.0,"
704,"621228.277068087 5304450.40402775 0.0,621251.116991374 5304448.74884219 0.0,"
705,"621251.116991374 5304448.74884219 0.0,621255.154164894 5304448.47782807 0.0,"
706,"621255.154164894 5304448.47782807 0.0,621277.51610473 5304447.50207424 0.0,"
707,"621277.51610473 5304447.50207424 0.0,621285.213183346 5304449.96535961 0.0,"
708,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
709,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
710,"621438.19575585 5304365.89835116 0.0,621429.919684235 5304313.07664324 0.0,"
711,"621429.919684235 5304313.07664324 0.0,621428.656788466 5304269.27526913 0.0,"
712,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
713,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
714,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
715,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
716,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
717,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
718,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
719,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
720,"621428.656788466 5304269.27526913 0.0,621449.807772402 5304362.88478541 0.0,"
721,"621449.807772402 5304362.88478541 0.0,621453.544184444 5304373.00368502 0.0,"
722,"621453.544184444 5304373.00368502 0.0,621443.337948576 5304378.17050808 0.0,"
723,"621443.337948576 5304378.17050808 0.0,621419.261116454 5304397.36667922 0.0,"
724,"621419.261116454 5304397.36667922 0.0,621350.145651138 5304447.71616843 0.0,"
725,"621350.145651138 5304447.71616843 0.0,621304.921273199 5304469.21468795 0.0,"
726,"621304.921273199 5304469.21468795 0.0,621278.024495154 5304478.13397591 0.0,"
727,"621278.024495154 5304478.13397591 0.0,621257.956772572 5304482.77152316 0.0,"
728,"621257.956772572 5304482.77152316 0.0,621179.875225694 5304482.91112438 0.0,"
729,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
730,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
731,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
732,"621201.278943246 5304451.327118 0.0,621190.905833636 5304449.85294061 0.0,"
733,"621201.278943246 5304451.327118 0.0,621222.860532924 5304450.82399951 0.0,"
734,"621222.860532924 5304450.82399951 0.0,621224.651092022 5304450.6836944 0.0,"
735,"621224.651092022 5304450.6836944 0.0,621228.277068087 5304450.40402775 0.0,"
736,"621228.277068087 5304450.40402775 0.0,621251.116991374 5304448.74884219 0.0,"
737,"621251.116991374 5304448.74884219 0.0,621255.154164894 5304448.47782807 0.0,"
738,"621255.154164894 5304448.47782807 0.0,621277.51610473 5304447.50207424 0.0,"
739,"621277.51610473 5304447.50207424 0.0,621285.213183346 5304449.96535961 0.0,"
740,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
741,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
742,"621438.19575585 5304365.89835116 0.0,621449.807772402 5304362.88478541 0.0,"
743,"621449.807772402 5304362.88478541 0.0,621453.544184444 5304373.00368502 0.0,"
744,"621453.544184444 5304373.00368502 0.0,621458.655325974 5304411.99375043 0.0,"
745,"621458.655325974 5304411.99375043 0.0,621475.945822058 5304493.15806732 0.0,"
746,"621475.945822058 5304493.15806732 0.0,621489.176513361 5304551.47677748 0.0,"
747,"621489.176513361 5304551.47677748 0.0,621497.34518856 5304588.38531134 0.0,"
748,"621497.34518856 5304588.38531134 0.0,621509.360260261 5304657.17469345 0.0,"
749,"621509.360260261 5304657.17469345 0.0,621519.418041116 5304722.64286097 0.0,"
750,"621519.418041116 5304722.64286097 0.0,621551.34634385 5304872.91907177 0.0,"
751,"621551.34634385 5304872.91907177 0.0,621570.165942084 5304910.09651787 0.0,"
752,"621570.165942084 5304910.09651787 0.0,621619.594684874 5304981.44218498 0.0,"
753,"621619.594684874 5304981.44218498 0.0,621807.282715977 5305190.66502066 0.0,622008.66332019 5305240.76137449 0.0,"
754,"622008.66332019 5305240.76137449 0.0,622057.683541531 5305255.70749879 0.0,"
755,"622057.683541531 5305255.70749879 0.0,622080.726444431 5305264.83420029 0.0,"
756,"622080.726444431 5305264.83420029 0.0,622137.198886244 5305294.43767936 0.0,"
757,"622137.198886244 5305294.43767936 0.0,622178.218872672 5305324.10377974 0.0,"
758,"622178.218872672 5305324.10377974 0.0,622260.199072755 5305425.38727819 0.0,"
759,"622178.218872672 5305324.10377974 0.0,622260.199072755 5305425.38727819 0.0,"
760,"622137.198886244 5305294.43767936 0.0,622178.218872672 5305324.10377974 0.0,"
761,"622080.726444431 5305264.83420029 0.0,622137.198886244 5305294.43767936 0.0,"
762,"622057.683541531 5305255.70749879 0.0,622080.726444431 5305264.83420029 0.0,"
763,"622008.66332019 5305240.76137449 0.0,622057.683541531 5305255.70749879 0.0,"
764,"621619.594684874 5304981.44218498 0.0,621807.282715977 5305190.66502066 0.0,622008.66332019 5305240.76137449 0.0,"
765,"621570.165942084 5304910.09651787 0.0,621619.594684874 5304981.44218498 0.0,"
766,"621551.34634385 5304872.91907177 0.0,621570.165942084 5304910.09651787 0.0,"
767,"621519.418041116 5304722.64286097 0.0,621551.34634385 5304872.91907177 0.0,"
768,"621509.360260261 5304657.17469345 0.0,621519.418041116 5304722.64286097 0.0,"
769,"621497.34518856 5304588.38531134 0.0,621509.360260261 5304657.17469345 0.0,"
770,"621489.176513361 5304551.47677748 0.0,621497.34518856 5304588.38531134 0.0,"
771,"621475.945822058 5304493.15806732 0.0,621489.176513361 5304551.47677748 0.0,"
772,"621458.655325974 5304411.99375043 0.0,621475.945822058 5304493.15806732 0.0,"
773,"621458.655325974 5304411.99375043 0.0,621435.690841875 5304395.73307237 0.0,621419.261116454 5304397.36667922 0.0,"
774,"621419.261116454 5304397.36667922 0.0,621350.145651138 5304447.71616843 0.0,"
775,"621350.145651138 5304447.71616843 0.0,621304.921273199 5304469.21468795 0.0,"
776,"621304.921273199 5304469.21468795 0.0,621278.024495154 5304478.13397591 0.0,"
777,"621278.024495154 5304478.13397591 0.0,621257.956772572 5304482.77152316 0.0,"
778,"621257.956772572 5304482.77152316 0.0,621179.875225694 5304482.91112438 0.0,"
779,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
780,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
781,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
782,"621201.278943246 5304451.327118 0.0,621190.905833636 5304449.85294061 0.0,"
783,"621201.278943246 5304451.327118 0.0,621222.860532924 5304450.82399951 0.0,"
784,"621222.860532924 5304450.82399951 0.0,621224.651092022 5304450.6836944 0.0,"
785,"621224.651092022 5304450.6836944 0.0,621228.277068087 5304450.40402775 0.0,"
786,"621228.277068087 5304450.40402775 0.0,621251.116991374 5304448.74884219 0.0,"
787,"621251.116991374 5304448.74884219 0.0,621255.154164894 5304448.47782807 0.0,"
788,"621255.154164894 5304448.47782807 0.0,621277.51610473 5304447.50207424 0.0,"
789,"621277.51610473 5304447.50207424 0.0,621285.213183346 5304449.96535961 0.0,"
790,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
791,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
792,"621438.19575585 5304365.89835116 0.0,621429.919684235 5304313.07664324 0.0,"
793,"621429.919684235 5304313.07664324 0.0,621428.656788466 5304269.27526913 0.0,"
794,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
795,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
796,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
797,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
798,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
799,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
800,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
801,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
802,"621428.656788466 5304269.27526913 0.0,621449.807772402 5304362.88478541 0.0,"
803,"621449.807772402 5304362.88478541 0.0,621453.544184444 5304373.00368502 0.0,"
804,"621453.544184444 5304373.00368502 0.0,621443.337948576 5304378.17050808 0.0,"
805,"621443.337948576 5304378.17050808 0.0,621419.261116454 5304397.36667922 0.0,"
806,"621419.261116454 5304397.36667922 0.0,621350.145651138 5304447.71616843 0.0,"
807,"621350.145651138 5304447.71616843 0.0,621304.921273199 5304469.21468795 0.0,"
808,"621304.921273199 5304469.21468795 0.0,621278.024495154 5304478.13397591 0.0,"
809,"621278.024495154 5304478.13397591 0.0,621257.956772572 5304482.77152316 0.0,"
810,"621257.956772572 5304482.77152316 0.0,621179.875225694 5304482.91112438 0.0,"
811,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
812,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
813,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
814,"621201.278943246 5304451.327118 0.0,621190.905833636 5304449.85294061 0.0,"
815,"621201.278943246 5304451.327118 0.0,621222.860532924 5304450.82399951 0.0,"
816,"621222.860532924 5304450.82399951 0.0,621224.651092022 5304450.6836944 0.0,"
817,"621224.651092022 5304450.6836944 0.0,621228.277068087 5304450.40402775 0.0,"
818,"621228.277068087 5304450.40402775 0.0,621251.116991374 5304448.74884219 0.0,"
819,"621251.116991374 5304448.74884219 0.0,621255.154164894 5304448.47782807 0.0,"
820,"621255.154164894 5304448.47782807 0.0,621277.51610473 5304447.50207424 0.0,"
821,"621277.51610473 5304447.50207424 0.0,621285.213183346 5304449.96535961 0.0,"
822,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
823,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
824,"621438.19575585 5304365.89835116 0.0,621449.807772402 5304362.88478541 0.0,"
825,"621449.807772402 5304362.88478541 0.0,621500.046466163 5304373.6596489 0.0,"
826,"621650.182299571 5304401.88294323 0.0,621500.046466163 5304373.6596489 0.0,"
827,"621657.709487784 5304403.53147299 0.0,621650.182299571 5304401.88294323 0.0,"
828,"621707.605510768 5304413.50039202 0.0,621657.709487784 5304403.53147299 0.0,"
829,"621732.439979722 5304421.20673976 0.0,621707.605510768 5304413.50039202 0.0,"
830,"621871.523663691 5304540.62213211 0.0,621732.439979722 5304421.20673976 0.0,"
831,"621967.884362075 5304621.93460698 0.0,621871.523663691 5304540.62213211 0.0,"
832,"622043.236940093 5304658.48480132 0.0,621967.884362075 5304621.93460698 0.0,"
833,"622175.471644851 5304716.80948544 0.0,622043.236940093 5304658.48480132 0.0,"
834,"622306.34521946 5304751.35849877 0.0,622175.471644851 5304716.80948544 0.0,"
835,"622334.566836437 5304762.18586531 0.0,622306.34521946 5304751.35849877 0.0,"
836,"622397.68360932 5304796.78037528 0.0,622334.566836437 5304762.18586531 0.0,"
837,"622422.442575704 5304811.45974589 0.0,622397.68360932 5304796.78037528 0.0,"
838,"622445.348094834 5304825.01026124 0.0,622422.442575704 5304811.45974589 0.0,"
839,"622494.467088938 5304854.46114713 0.0,622445.348094834 5304825.01026124 0.0,"
840,"622494.467088938 5304854.46114713 0.0,622445.348094834 5304825.01026124 0.0,"
841,"622445.348094834 5304825.01026124 0.0,622422.442575704 5304811.45974589 0.0,"
842,"622422.442575704 5304811.45974589 0.0,622397.68360932 5304796.78037528 0.0,"
843,"622397.68360932 5304796.78037528 0.0,622334.566836437 5304762.18586531 0.0,"
844,"622334.566836437 5304762.18586531 0.0,622306.34521946 5304751.35849877 0.0,"
845,"622306.34521946 5304751.35849877 0.0,622175.471644851 5304716.80948544 0.0,"
846,"622175.471644851 5304716.80948544 0.0,622043.236940093 5304658.48480132 0.0,"
847,"622043.236940093 5304658.48480132 0.0,621967.884362075 5304621.93460698 0.0,"
848,"621967.884362075 5304621.93460698 0.0,621871.523663691 5304540.62213211 0.0,"
849,"621871.523663691 5304540.62213211 0.0,621732.439979722 5304421.20673976 0.0,"
850,"621732.439979722 5304421.20673976 0.0,621707.605510768 5304413.50039202 0.0,"
851,"621707.605510768 5304413.50039202 0.0,621657.709487784 5304403.53147299 0.0,"
852,"621657.709487784 5304403.53147299 0.0,621650.182299571 5304401.88294323 0.0,"
853,"621650.182299571 5304401.88294323 0.0,621500.046466163 5304373.6596489 0.0,"
854,"621500.046466163 5304373.6596489 0.0,621453.544184444 5304373.00368502 0.0,"
855,"621453.544184444 5304373.00368502 0.0,621443.337948576 5304378.17050808 0.0,"
856,"621443.337948576 5304378.17050808 0.0,621438.19575585 5304365.89835116 0.0,"
857,"621438.19575585 5304365.89835116 0.0,621429.919684235 5304313.07664324 0.0,"
858,"621429.919684235 5304313.07664324 0.0,621428.656788466 5304269.27526913 0.0,"
859,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
860,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
861,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
862,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
863,"621229.572967959 5304467.40966681 0.0,621251.560788464 5304466.79288069 0.0,"
864,"621251.560788464 5304466.79288069 0.0,621255.542114529 5304466.68747665 0.0,"
865,"621255.542114529 5304466.68747665 0.0,621283.344579633 5304465.57028157 0.0,"
866,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
867,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
868,"621438.19575585 5304365.89835116 0.0,621449.807772402 5304362.88478541 0.0,"
869,"621449.807772402 5304362.88478541 0.0,621500.046466163 5304373.6596489 0.0,"
870,"621650.182299571 5304401.88294323 0.0,621500.046466163 5304373.6596489 0.0,"
871,"621657.709487784 5304403.53147299 0.0,621650.182299571 5304401.88294323 0.0,"
872,"621707.605510768 5304413.50039202 0.0,621657.709487784 5304403.53147299 0.0,"
873,"621732.439979722 5304421.20673976 0.0,621707.605510768 5304413.50039202 0.0,"
874,"621871.523663691 5304540.62213211 0.0,621732.439979722 5304421.20673976 0.0,"
875,"621967.884362075 5304621.93460698 0.0,621871.523663691 5304540.62213211 0.0,"
876,"622043.236940093 5304658.48480132 0.0,621967.884362075 5304621.93460698 0.0,"
877,"622175.471644851 5304716.80948544 0.0,622043.236940093 5304658.48480132 0.0,"
878,"622306.34521946 5304751.35849877 0.0,622175.471644851 5304716.80948544 0.0,"
879,"622334.566836437 5304762.18586531 0.0,622306.34521946 5304751.35849877 0.0,"
880,"622397.68360932 5304796.78037528 0.0,622334.566836437 5304762.18586531 0.0,"
881,"622422.442575704 5304811.45974589 0.0,622397.68360932 5304796.78037528 0.0,"
882,"622445.348094834 5304825.01026124 0.0,622422.442575704 5304811.45974589 0.0,"
883,"622494.467088938 5304854.46114713 0.0,622445.348094834 5304825.01026124 0.0,"
884,"622494.467088938 5304854.46114713 0.0,622445.348094834 5304825.01026124 0.0,"
885,"622445.348094834 5304825.01026124 0.0,622422.442575704 5304811.45974589 0.0,"
886,"622422.442575704 5304811.45974589 0.0,622397.68360932 5304796.78037528 0.0,"
887,"622397.68360932 5304796.78037528 0.0,622334.566836437 5304762.18586531 0.0,"
888,"622334.566836437 5304762.18586531 0.0,622306.34521946 5304751.35849877 0.0,"
889,"622306.34521946 5304751.35849877 0.0,622175.471644851 5304716.80948544 0.0,"
890,"622175.471644851 5304716.80948544 0.0,622043.236940093 5304658.48480132 0.0,"
891,"622043.236940093 5304658.48480132 0.0,621967.884362075 5304621.93460698 0.0,"
892,"621967.884362075 5304621.93460698 0.0,621871.523663691 5304540.62213211 0.0,"
893,"621871.523663691 5304540.62213211 0.0,621732.439979722 5304421.20673976 0.0,"
894,"621732.439979722 5304421.20673976 0.0,621707.605510768 5304413.50039202 0.0,"
895,"621707.605510768 5304413.50039202 0.0,621657.709487784 5304403.53147299 0.0,"
896,"621657.709487784 5304403.53147299 0.0,621650.182299571 5304401.88294323 0.0,"
897,"621650.182299571 5304401.88294323 0.0,621500.046466163 5304373.6596489 0.0,"
898,"621500.046466163 5304373.6596489 0.0,621453.544184444 5304373.00368502 0.0,"
899,"621453.544184444 5304373.00368502 0.0,621443.337948576 5304378.17050808 0.0,"
900,"621443.337948576 5304378.17050808 0.0,621438.19575585 5304365.89835116 0.0,"
901,"621438.19575585 5304365.89835116 0.0,621429.919684235 5304313.07664324 0.0,"
902,"621429.919684235 5304313.07664324 0.0,621428.656788466 5304269.27526913 0.0,"
903,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
904,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
905,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
906,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
907,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
908,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
909,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
910,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
911,"621428.656788466 5304269.27526913 0.0,621449.807772402 5304362.88478541 0.0,"
912,"621449.807772402 5304362.88478541 0.0,621453.544184444 5304373.00368502 0.0,"
913,"621453.544184444 5304373.00368502 0.0,621443.337948576 5304378.17050808 0.0,"
914,"621443.337948576 5304378.17050808 0.0,621419.261116454 5304397.36667922 0.0,"
915,"621419.261116454 5304397.36667922 0.0,621350.145651138 5304447.71616843 0.0,"
916,"621350.145651138 5304447.71616843 0.0,621304.921273199 5304469.21468795 0.0,"
917,"621304.921273199 5304469.21468795 0.0,621278.024495154 5304478.13397591 0.0,"
918,"621278.024495154 5304478.13397591 0.0,621257.956772572 5304482.77152316 0.0,"
919,"621257.956772572 5304482.77152316 0.0,621179.875225694 5304482.91112438 0.0,"
920,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
921,"621179.948477492 5304472.29419811 0.0,621204.823764518 5304473.08321793 0.0,"
922,"621204.823764518 5304473.08321793 0.0,621215.687031857 5304467.24041558 0.0,621225.247270007 5304467.53009551 0.0,"
923,"621225.247270007 5304467.53009551 0.0,621229.572967959 5304467.40966681 0.0,"
924,"621229.572967959 5304467.40966681 0.0,621251.560788464 5304466.79288069 0.0,"
925,"621251.560788464 5304466.79288069 0.0,621255.542114529 5304466.68747665 0.0,"
926,"621255.542114529 5304466.68747665 0.0,621283.344579633 5304465.57028157 0.0,"
927,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
928,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
929,"621438.19575585 5304365.89835116 0.0,621449.807772402 5304362.88478541 0.0,"
930,"621449.807772402 5304362.88478541 0.0,621453.544184444 5304373.00368502 0.0,"
931,"621453.544184444 5304373.00368502 0.0,621458.655325974 5304411.99375043 0.0,"
932,"621458.655325974 5304411.99375043 0.0,621475.945822058 5304493.15806732 0.0,"
933,"621475.945822058 5304493.15806732 0.0,621489.176513361 5304551.47677748 0.0,"
934,"621489.176513361 5304551.47677748 0.0,621497.34518856 5304588.38531134 0.0,"
935,"621497.34518856 5304588.38531134 0.0,621509.360260261 5304657.17469345 0.0,"
936,"621509.360260261 5304657.17469345 0.0,621519.418041116 5304722.64286097 0.0,"
937,"621519.418041116 5304722.64286097 0.0,621551.34634385 5304872.91907177 0.0,"
938,"621551.34634385 5304872.91907177 0.0,621570.165942084 5304910.09651787 0.0,"
939,"621570.165942084 5304910.09651787 0.0,621619.594684874 5304981.44218498 0.0,"
940,"621619.594684874 5304981.44218498 0.0,621807.282715977 5305190.66502066 0.0,622008.66332019 5305240.76137449 0.0,"
941,"622008.66332019 5305240.76137449 0.0,622057.683541531 5305255.70749879 0.0,"
942,"622057.683541531 5305255.70749879 0.0,622080.726444431 5305264.83420029 0.0,"
943,"622080.726444431 5305264.83420029 0.0,622137.198886244 5305294.43767936 0.0,"
944,"622137.198886244 5305294.43767936 0.0,622178.218872672 5305324.10377974 0.0,"
945,"622178.218872672 5305324.10377974 0.0,622260.199072755 5305425.38727819 0.0,"
946,"622178.218872672 5305324.10377974 0.0,622260.199072755 5305425.38727819 0.0,"
947,"622137.198886244 5305294.43767936 0.0,622178.218872672 5305324.10377974 0.0,"
948,"622080.726444431 5305264.83420029 0.0,622137.198886244 5305294.43767936 0.0,"
949,"622057.683541531 5305255.70749879 0.0,622080.726444431 5305264.83420029 0.0,"
950,"622008.66332019 5305240.76137449 0.0,622057.683541531 5305255.70749879 0.0,"
951,"621619.594684874 5304981.44218498 0.0,621807.282715977 5305190.66502066 0.0,622008.66332019 5305240.76137449 0.0,"
952,"621570.165942084 5304910.09651787 0.0,621619.594684874 5304981.44218498 0.0,"
953,"621551.34634385 5304872.91907177 0.0,621570.165942084 5304910.09651787 0.0,"
954,"621519.418041116 5304722.64286097 0.0,621551.34634385 5304872.91907177 0.0,"
955,"621509.360260261 5304657.17469345 0.0,621519.418041116 5304722.64286097 0.0,"
956,"621497.34518856 5304588.38531134 0.0,621509.360260261 5304657.17469345 0.0,"
957,"621489.176513361 5304551.47677748 0.0,621497.34518856 5304588.38531134 0.0,"
958,"621475.945822058 5304493.15806732 0.0,621489.176513361 5304551.47677748 0.0,"
959,"621458.655325974 5304411.99375043 0.0,621475.945822058 5304493.15806732 0.0,"
960,"621458.655325974 5304411.99375043 0.0,621435.690841875 5304395.73307237 0.0,621419.261116454 5304397.36667922 0.0,"
961,"621419.261116454 5304397.36667922 0.0,621350.145651138 5304447.71616843 0.0,"
962,"621350.145651138 5304447.71616843 0.0,621304.921273199 5304469.21468795 0.0,"
963,"621304.921273199 5304469.21468795 0.0,621278.024495154 5304478.13397591 0.0,"
964,"621278.024495154 5304478.13397591 0.0,621257.956772572 5304482.77152316 0.0,"
965,"621257.956772572 5304482.77152316 0.0,621179.875225694 5304482.91112438 0.0,"
966,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
967,"621179.948477492 5304472.29419811 0.0,621204.823764518 5304473.08321793 0.0,"
968,"621204.823764518 5304473.08321793 0.0,621215.687031857 5304467.24041558 0.0,621225.247270007 5304467.53009551 0.0,"
969,"621225.247270007 5304467.53009551 0.0,621229.572967959 5304467.40966681 0.0,"
970,"621229.572967959 5304467.40966681 0.0,621251.560788464 5304466.79288069 0.0,"
971,"621251.560788464 5304466.79288069 0.0,621255.542114529 5304466.68747665 0.0,"
972,"621255.542114529 5304466.68747665 0.0,621283.344579633 5304465.57028157 0.0,"
973,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
974,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
975,"621438.19575585 5304365.89835116 0.0,621429.919684235 5304313.07664324 0.0,"
976,"621429.919684235 5304313.07664324 0.0,621428.656788466 5304269.27526913 0.0,"
977,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
978,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
979,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
980,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
981,"620471.522583162 5304497.65151999 0.0,620439.788991157 5304493.98736492 0.0,"
982,"620570.007768494 5304491.75751193 0.0,620471.522583162 5304497.65151999 0.0,"
983,"620570.007768494 5304491.75751193 0.0,620743.959098473 5304448.04914095 0.0,"
984,"620743.959098473 5304448.04914095 0.0,620750.598481883 5304443.87391244 0.0,"
985,"620750.598481883 5304443.87391244 0.0,620749.131835823 5304433.89193173 0.0,620752.668703851 5304428.57329702 0.0,"
986,"620752.668703851 5304428.57329702 0.0,620763.777025496 5304426.37062585 0.0,620771.368814622 5304434.23474192 0.0,620771.610233871 5304439.49897478 0.0,"
987,"620771.610233871 5304439.49897478 0.0,620788.023130716 5304446.15779671 0.0,"
988,"620788.023130716 5304446.15779671 0.0,620813.212543177 5304442.30404534 0.0,"
989,"620813.212543177 5304442.30404534 0.0,620862.997382096 5304437.60874347 0.0,"
