id,WKT
4249,"621067.476331428 5304483.47728413 0.0,621046.723318274 5304479.07272121 0.0,"
4250,"620893.991622828 5304435.15552372 0.0,621046.723318274 5304479.07272121 0.0,"
4251,"620862.997382096 5304437.60874347 0.0,620893.991622828 5304435.15552372 0.0,"
4252,"620813.212543177 5304442.30404534 0.0,620862.997382096 5304437.60874347 0.0,"
4253,"620788.023130716 5304446.15779671 0.0,620813.212543177 5304442.30404534 0.0,"
4254,"620788.023130716 5304446.15779671 0.0,620762.802307079 5304448.65450852 0.0,"
4255,"620762.802307079 5304448.65450852 0.0,620752.219159279 5304445.77576351 0.0,620750.598481883 5304443.87391244 0.0,"
4256,"620743.959098473 5304448.04914095 0.0,620750.598481883 5304443.87391244 0.0,"
4257,"620570.007768494 5304491.75751193 0.0,620743.959098473 5304448.04914095 0.0,"
4258,"620570.007768494 5304491.75751193 0.0,620471.522583162 5304497.65151999 0.0,"
4259,"620471.522583162 5304497.65151999 0.0,620439.788991157 5304493.98736492 0.0,"
4260,"620439.788991157 5304493.98736492 0.0,620313.493402358 5304512.19059411 0.0,"
4261,"620439.788991157 5304493.98736492 0.0,620313.493402358 5304512.19059411 0.0,"
4262,"620471.522583162 5304497.65151999 0.0,620439.788991157 5304493.98736492 0.0,"
4263,"620570.007768494 5304491.75751193 0.0,620471.522583162 5304497.65151999 0.0,"
4264,"620570.007768494 5304491.75751193 0.0,620743.959098473 5304448.04914095 0.0,"
4265,"620743.959098473 5304448.04914095 0.0,620750.598481883 5304443.87391244 0.0,"
4266,"620750.598481883 5304443.87391244 0.0,620749.131835823 5304433.89193173 0.0,620752.668703851 5304428.57329702 0.0,"
4267,"620752.668703851 5304428.57329702 0.0,620763.777025496 5304426.37062585 0.0,620771.368814622 5304434.23474192 0.0,620771.610233871 5304439.49897478 0.0,"
4268,"620771.610233871 5304439.49897478 0.0,620788.023130716 5304446.15779671 0.0,"
4269,"620788.023130716 5304446.15779671 0.0,620813.212543177 5304442.30404534 0.0,"
4270,"620813.212543177 5304442.30404534 0.0,620862.997382096 5304437.60874347 0.0,"
4271,"620862.997382096 5304437.60874347 0.0,620893.991622828 5304435.15552372 0.0,"
4272,"620893.991622828 5304435.15552372 0.0,621046.723318274 5304479.07272121 0.0,"
4273,"621046.723318274 5304479.07272121 0.0,621067.971761649 5304476.97205524 0.0,"
4274,"621067.971761649 5304476.97205524 0.0,621179.948477492 5304472.29419811 0.0,"
4275,"621179.948477492 5304472.29419811 0.0,621204.823764518 5304473.08321793 0.0,"
4276,"621204.823764518 5304473.08321793 0.0,621283.344579633 5304465.57028157 0.0,"
4277,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
4278,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
4279,"621254.96184368 5304458.34729687 0.0,621285.213183346 5304449.96535961 0.0,"
4280,"621254.96184368 5304458.34729687 0.0,621251.074902215 5304458.58810952 0.0,"
4281,"620392.170834621 5306445.87300412 0.0,620318.340689108 5306639.63443624 0.0,"
4282,"620423.80022029 5306332.20965111 0.0,620392.170834621 5306445.87300412 0.0,"
4283,"620423.80022029 5306332.20965111 0.0,620412.215762832 5306321.93874027 0.0,620415.194657837 5306306.74592707 0.0,620429.84516116 5306301.59235992 0.0,"
4284,"620440.085478652 5306244.07733915 0.0,620429.84516116 5306301.59235992 0.0,"
4285,"620456.251843317 5306117.96080241 0.0,620440.085478652 5306244.07733915 0.0,"
4286,"620462.227534759 5305650.41834566 0.0,620456.251843317 5306117.96080241 0.0,"
4287,"620477.222669047 5305601.25278026 0.0,620462.227534759 5305650.41834566 0.0,"
4288,"620543.850954836 5305370.7062187 0.0,620477.222669047 5305601.25278026 0.0,"
4289,"620809.264542528 5304917.23825113 0.0,620543.850954836 5305370.7062187 0.0,"
4290,"620881.311846784 5304788.52317596 0.0,620809.264542528 5304917.23825113 0.0,"
4291,"620929.736020448 5304726.1824583 0.0,620881.311846784 5304788.52317596 0.0,"
4292,"620939.146688633 5304712.1697744 0.0,620929.736020448 5304726.1824583 0.0,"
4293,"620973.728099895 5304662.31491282 0.0,620939.146688633 5304712.1697744 0.0,"
4294,"621017.235812806 5304601.26169438 0.0,620973.728099895 5304662.31491282 0.0,"
4295,"621024.64352252 5304591.12096947 0.0,621017.235812806 5304601.26169438 0.0,"
4296,"621038.294645224 5304567.15704987 0.0,621024.64352252 5304591.12096947 0.0,"
4297,"621053.069696984 5304531.33072596 0.0,621038.294645224 5304567.15704987 0.0,"
4298,"621067.476331428 5304483.47728413 0.0,621053.069696984 5304531.33072596 0.0,"
4299,"621067.971761649 5304476.97205524 0.0,621067.476331428 5304483.47728413 0.0,"
4300,"621067.971761649 5304476.97205524 0.0,621179.948477492 5304472.29419811 0.0,"
4301,"621179.948477492 5304472.29419811 0.0,621204.823764518 5304473.08321793 0.0,"
4302,"621204.823764518 5304473.08321793 0.0,621283.344579633 5304465.57028157 0.0,"
4303,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
4304,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
4305,"621254.96184368 5304458.34729687 0.0,621285.213183346 5304449.96535961 0.0,"
4306,"621254.96184368 5304458.34729687 0.0,621251.074902215 5304458.58810952 0.0,"
4307,"620392.170834621 5306445.87300412 0.0,620318.340689108 5306639.63443624 0.0,"
4308,"620423.80022029 5306332.20965111 0.0,620392.170834621 5306445.87300412 0.0,"
4309,"620423.80022029 5306332.20965111 0.0,620412.215762832 5306321.93874027 0.0,620415.194657837 5306306.74592707 0.0,620429.84516116 5306301.59235992 0.0,"
4310,"620440.085478652 5306244.07733915 0.0,620429.84516116 5306301.59235992 0.0,"
4311,"620456.251843317 5306117.96080241 0.0,620440.085478652 5306244.07733915 0.0,"
4312,"620462.227534759 5305650.41834566 0.0,620456.251843317 5306117.96080241 0.0,"
4313,"620477.222669047 5305601.25278026 0.0,620462.227534759 5305650.41834566 0.0,"
4314,"620543.850954836 5305370.7062187 0.0,620477.222669047 5305601.25278026 0.0,"
4315,"620809.264542528 5304917.23825113 0.0,620543.850954836 5305370.7062187 0.0,"
4316,"620881.311846784 5304788.52317596 0.0,620809.264542528 5304917.23825113 0.0,"
4317,"620929.736020448 5304726.1824583 0.0,620881.311846784 5304788.52317596 0.0,"
4318,"620939.146688633 5304712.1697744 0.0,620929.736020448 5304726.1824583 0.0,"
4319,"620973.728099895 5304662.31491282 0.0,620939.146688633 5304712.1697744 0.0,"
4320,"621017.235812806 5304601.26169438 0.0,620973.728099895 5304662.31491282 0.0,"
4321,"621024.64352252 5304591.12096947 0.0,621017.235812806 5304601.26169438 0.0,"
4322,"621038.294645224 5304567.15704987 0.0,621024.64352252 5304591.12096947 0.0,"
4323,"621053.069696984 5304531.33072596 0.0,621038.294645224 5304567.15704987 0.0,"
4324,"621067.476331428 5304483.47728413 0.0,621053.069696984 5304531.33072596 0.0,"
4325,"621067.971761649 5304476.97205524 0.0,621067.476331428 5304483.47728413 0.0,"
4326,"621067.971761649 5304476.97205524 0.0,621179.948477492 5304472.29419811 0.0,"
4327,"621179.948477492 5304472.29419811 0.0,621204.823764518 5304473.08321793 0.0,"
4328,"621204.823764518 5304473.08321793 0.0,621283.344579633 5304465.57028157 0.0,"
4329,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
4330,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
4331,"621254.96184368 5304458.34729687 0.0,621285.213183346 5304449.96535961 0.0,"
4332,"621254.96184368 5304458.34729687 0.0,621251.074902215 5304458.58810952 0.0,"
4333,"620392.170834621 5306445.87300412 0.0,620318.340689108 5306639.63443624 0.0,"
4334,"620423.80022029 5306332.20965111 0.0,620392.170834621 5306445.87300412 0.0,"
4335,"620423.80022029 5306332.20965111 0.0,620412.215762832 5306321.93874027 0.0,620415.194657837 5306306.74592707 0.0,620429.84516116 5306301.59235992 0.0,"
4336,"620440.085478652 5306244.07733915 0.0,620429.84516116 5306301.59235992 0.0,"
4337,"620456.251843317 5306117.96080241 0.0,620440.085478652 5306244.07733915 0.0,"
4338,"620462.227534759 5305650.41834566 0.0,620456.251843317 5306117.96080241 0.0,"
4339,"620477.222669047 5305601.25278026 0.0,620462.227534759 5305650.41834566 0.0,"
4340,"620543.850954836 5305370.7062187 0.0,620477.222669047 5305601.25278026 0.0,"
4341,"620809.264542528 5304917.23825113 0.0,620543.850954836 5305370.7062187 0.0,"
4342,"620881.311846784 5304788.52317596 0.0,620809.264542528 5304917.23825113 0.0,"
4343,"620929.736020448 5304726.1824583 0.0,620881.311846784 5304788.52317596 0.0,"
4344,"620939.146688633 5304712.1697744 0.0,620929.736020448 5304726.1824583 0.0,"
4345,"620973.728099895 5304662.31491282 0.0,620939.146688633 5304712.1697744 0.0,"
4346,"621017.235812806 5304601.26169438 0.0,620973.728099895 5304662.31491282 0.0,"
4347,"621024.64352252 5304591.12096947 0.0,621017.235812806 5304601.26169438 0.0,"
4348,"621038.294645224 5304567.15704987 0.0,621024.64352252 5304591.12096947 0.0,"
4349,"621053.069696984 5304531.33072596 0.0,621038.294645224 5304567.15704987 0.0,"
4350,"621067.476331428 5304483.47728413 0.0,621053.069696984 5304531.33072596 0.0,"
4351,"621067.971761649 5304476.97205524 0.0,621067.476331428 5304483.47728413 0.0,"
4352,"621067.971761649 5304476.97205524 0.0,621179.948477492 5304472.29419811 0.0,"
4353,"621179.948477492 5304472.29419811 0.0,621204.823764518 5304473.08321793 0.0,"
4354,"621204.823764518 5304473.08321793 0.0,621283.344579633 5304465.57028157 0.0,"
4355,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
4356,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
4357,"621254.96184368 5304458.34729687 0.0,621285.213183346 5304449.96535961 0.0,"
4358,"621254.96184368 5304458.34729687 0.0,621251.074902215 5304458.58810952 0.0,"
4359,"620392.170834621 5306445.87300412 0.0,620318.340689108 5306639.63443624 0.0,"
4360,"620423.80022029 5306332.20965111 0.0,620392.170834621 5306445.87300412 0.0,"
4361,"620423.80022029 5306332.20965111 0.0,620412.215762832 5306321.93874027 0.0,620415.194657837 5306306.74592707 0.0,620429.84516116 5306301.59235992 0.0,"
4362,"620440.085478652 5306244.07733915 0.0,620429.84516116 5306301.59235992 0.0,"
4363,"620456.251843317 5306117.96080241 0.0,620440.085478652 5306244.07733915 0.0,"
4364,"620462.227534759 5305650.41834566 0.0,620456.251843317 5306117.96080241 0.0,"
4365,"620477.222669047 5305601.25278026 0.0,620462.227534759 5305650.41834566 0.0,"
4366,"620543.850954836 5305370.7062187 0.0,620477.222669047 5305601.25278026 0.0,"
4367,"620809.264542528 5304917.23825113 0.0,620543.850954836 5305370.7062187 0.0,"
4368,"620881.311846784 5304788.52317596 0.0,620809.264542528 5304917.23825113 0.0,"
4369,"620929.736020448 5304726.1824583 0.0,620881.311846784 5304788.52317596 0.0,"
4370,"620939.146688633 5304712.1697744 0.0,620929.736020448 5304726.1824583 0.0,"
4371,"620973.728099895 5304662.31491282 0.0,620939.146688633 5304712.1697744 0.0,"
4372,"621017.235812806 5304601.26169438 0.0,620973.728099895 5304662.31491282 0.0,"
4373,"621024.64352252 5304591.12096947 0.0,621017.235812806 5304601.26169438 0.0,"
4374,"621038.294645224 5304567.15704987 0.0,621024.64352252 5304591.12096947 0.0,"
4375,"621053.069696984 5304531.33072596 0.0,621038.294645224 5304567.15704987 0.0,"
4376,"621067.476331428 5304483.47728413 0.0,621053.069696984 5304531.33072596 0.0,"
4377,"621067.971761649 5304476.97205524 0.0,621067.476331428 5304483.47728413 0.0,"
4378,"621067.971761649 5304476.97205524 0.0,621179.948477492 5304472.29419811 0.0,"
4379,"621179.948477492 5304472.29419811 0.0,621204.823764518 5304473.08321793 0.0,"
4380,"621204.823764518 5304473.08321793 0.0,621283.344579633 5304465.57028157 0.0,"
4381,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
4382,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
4383,"621254.96184368 5304458.34729687 0.0,621285.213183346 5304449.96535961 0.0,"
4384,"621254.96184368 5304458.34729687 0.0,621251.074902215 5304458.58810952 0.0,"
4385,"621251.074902215 5304458.58810952 0.0,621229.507345543 5304458.78008954 0.0,"
4386,"621229.507345543 5304458.78008954 0.0,621224.931882585 5304458.68401676 0.0,"
4387,"621224.931882585 5304458.68401676 0.0,621222.607236576 5304458.61296902 0.0,"
4388,"621222.607236576 5304458.61296902 0.0,621201.278943246 5304451.327118 0.0,"
4389,"621201.278943246 5304451.327118 0.0,621190.905833636 5304449.85294061 0.0,"
4390,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
4391,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
4392,"621179.948477492 5304472.29419811 0.0,621204.823764518 5304473.08321793 0.0,"
4393,"621204.823764518 5304473.08321793 0.0,621283.344579633 5304465.57028157 0.0,"
4394,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
4395,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
4396,"621438.19575585 5304365.89835116 0.0,621429.919684235 5304313.07664324 0.0,"
4397,"621429.919684235 5304313.07664324 0.0,621428.656788466 5304269.27526913 0.0,"
4398,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
4399,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
4400,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
4401,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
4402,"621228.277068087 5304450.40402775 0.0,621251.116991374 5304448.74884219 0.0,"
4403,"621224.651092022 5304450.6836944 0.0,621228.277068087 5304450.40402775 0.0,"
4404,"621222.860532924 5304450.82399951 0.0,621224.651092022 5304450.6836944 0.0,"
4405,"621201.278943246 5304451.327118 0.0,621222.860532924 5304450.82399951 0.0,"
4406,"621201.278943246 5304451.327118 0.0,621190.905833636 5304449.85294061 0.0,"
4407,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
4408,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
4409,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
4410,"621179.875225694 5304482.91112438 0.0,621067.476331428 5304483.47728413 0.0,"
4411,"621067.476331428 5304483.47728413 0.0,621053.069696984 5304531.33072596 0.0,"
4412,"621053.069696984 5304531.33072596 0.0,621038.294645224 5304567.15704987 0.0,"
4413,"621038.294645224 5304567.15704987 0.0,621024.64352252 5304591.12096947 0.0,"
4414,"621024.64352252 5304591.12096947 0.0,621017.235812806 5304601.26169438 0.0,"
4415,"621017.235812806 5304601.26169438 0.0,620973.728099895 5304662.31491282 0.0,"
4416,"620973.728099895 5304662.31491282 0.0,620939.146688633 5304712.1697744 0.0,"
4417,"620939.146688633 5304712.1697744 0.0,620929.736020448 5304726.1824583 0.0,"
4418,"620929.736020448 5304726.1824583 0.0,620881.311846784 5304788.52317596 0.0,"
4419,"620881.311846784 5304788.52317596 0.0,620809.264542528 5304917.23825113 0.0,"
4420,"620809.264542528 5304917.23825113 0.0,620884.287704359 5305037.49087814 0.0,620882.457412081 5305049.89448516 0.0,"
4421,"620608.804286559 5305651.77849402 0.0,620882.457412081 5305049.89448516 0.0,"
4422,"620629.08959165 5305653.68125459 0.0,620608.804286559 5305651.77849402 0.0,"
4423,"620629.08959165 5305653.68125459 0.0,620619.852130745 5305788.67046904 0.0,"
4424,"620619.852130745 5305788.67046904 0.0,620615.231880799 5305892.73477435 0.0,620607.163422562 5305901.68355456 0.0,"
4425,"620607.163422562 5305901.68355456 0.0,620552.650945341 5306127.92385884 0.0,"
4426,"620552.650945341 5306127.92385884 0.0,620644.34560954 5306138.29052287 0.0,620764.250658007 5305946.1305667 0.0,"
4427,"620764.250658007 5305946.1305667 0.0,620607.163422562 5305901.68355456 0.0,"
4428,"620619.852130745 5305788.67046904 0.0,620615.231880799 5305892.73477435 0.0,620607.163422562 5305901.68355456 0.0,"
4429,"620629.08959165 5305653.68125459 0.0,620619.852130745 5305788.67046904 0.0,"
4430,"620629.08959165 5305653.68125459 0.0,620608.804286559 5305651.77849402 0.0,"
4431,"620608.804286559 5305651.77849402 0.0,620483.093897748 5305603.35448832 0.0,"
4432,"620483.093897748 5305603.35448832 0.0,620477.222669047 5305601.25278026 0.0,"
4433,"620543.850954836 5305370.7062187 0.0,620477.222669047 5305601.25278026 0.0,"
4434,"620543.850954836 5305370.7062187 0.0,620438.678564924 5305337.25577578 0.0,"
4435,"620438.678564924 5305337.25577578 0.0,620239.500456057 5305252.536526 0.0,620235.215925113 5305242.09571225 0.0,620239.792593863 5305232.05074388 0.0,620287.718554313 5305225.0438047 0.0,"
4436,"620419.99453914 5305075.00781251 0.0,620336.206224155 5305020.70208136 0.0,"
4437,"620383.071404139 5305127.76338274 0.0,620419.99453914 5305075.00781251 0.0,"
4438,"620311.682415712 5305114.40012878 0.0,620383.071404139 5305127.76338274 0.0,"
4439,"620439.788991157 5304493.98736492 0.0,620313.493402358 5304512.19059411 0.0,"
4440,"620471.522583162 5304497.65151999 0.0,620439.788991157 5304493.98736492 0.0,"
4441,"620570.007768494 5304491.75751193 0.0,620471.522583162 5304497.65151999 0.0,"
4442,"620570.007768494 5304491.75751193 0.0,620743.959098473 5304448.04914095 0.0,"
4443,"620743.959098473 5304448.04914095 0.0,620750.598481883 5304443.87391244 0.0,"
4444,"620750.598481883 5304443.87391244 0.0,620749.131835823 5304433.89193173 0.0,620752.668703851 5304428.57329702 0.0,"
4445,"620752.668703851 5304428.57329702 0.0,620763.777025496 5304426.37062585 0.0,620771.368814622 5304434.23474192 0.0,620771.610233871 5304439.49897478 0.0,"
4446,"620771.610233871 5304439.49897478 0.0,620788.023130716 5304446.15779671 0.0,"
4447,"620788.023130716 5304446.15779671 0.0,620813.212543177 5304442.30404534 0.0,"
4448,"620813.212543177 5304442.30404534 0.0,620862.997382096 5304437.60874347 0.0,"
4449,"620862.997382096 5304437.60874347 0.0,620893.991622828 5304435.15552372 0.0,"
4450,"620893.991622828 5304435.15552372 0.0,621046.723318274 5304479.07272121 0.0,"
4451,"621046.723318274 5304479.07272121 0.0,621067.971761649 5304476.97205524 0.0,"
4452,"621067.971761649 5304476.97205524 0.0,621179.948477492 5304472.29419811 0.0,"
4453,"621179.948477492 5304472.29419811 0.0,621204.823764518 5304473.08321793 0.0,"
4454,"621204.823764518 5304473.08321793 0.0,621283.344579633 5304465.57028157 0.0,"
4455,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
4456,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
4457,"621277.51610473 5304447.50207424 0.0,621285.213183346 5304449.96535961 0.0,"
4458,"621255.154164894 5304448.47782807 0.0,621277.51610473 5304447.50207424 0.0,"
4459,"621251.116991374 5304448.74884219 0.0,621255.154164894 5304448.47782807 0.0,"
4460,"621740.097242012 5305545.80748422 0.0,621560.108651582 5305425.63263704 0.0,"
4461,"621560.108651582 5305425.63263704 0.0,621389.829071077 5305402.44629418 0.0,"
4462,"621389.829071077 5305402.44629418 0.0,621178.588286921 5305419.2109922 0.0,621130.998336695 5305698.46206257 0.0,"
4463,"621130.998336695 5305698.46206257 0.0,621133.722639298 5305725.07101029 0.0,"
4464,"621133.722639298 5305725.07101029 0.0,621159.511744583 5305791.42474361 0.0,621221.001370977 5305815.65417804 0.0,"
4465,"621221.001370977 5305815.65417804 0.0,621518.439152649 5305984.64528254 0.0,"
4466,"621518.439152649 5305984.64528254 0.0,621616.764129744 5306050.89476946 0.0,"
4467,"621616.764129744 5306050.89476946 0.0,621623.297464866 5306055.60232263 0.0,"
4468,"621623.297464866 5306055.60232263 0.0,621631.775159189 5306061.71848811 0.0,"
4469,"621631.775159189 5306061.71848811 0.0,621638.253384616 5306065.84671616 0.0,"
4470,"621638.253384616 5306065.84671616 0.0,621663.127222237 5306079.85828807 0.0,"
4471,"621683.667993804 5306091.19901807 0.0,621663.127222237 5306079.85828807 0.0,"
4472,"621695.485105005 5306097.45241545 0.0,621683.667993804 5306091.19901807 0.0,"
4473,"621814.673003048 5306132.30097065 0.0,621695.485105005 5306097.45241545 0.0,"
4474,"621814.673003048 5306132.30097065 0.0,622165.067484816 5305472.69636227 0.0,622260.199072755 5305425.38727819 0.0,"
4475,"622178.218872672 5305324.10377974 0.0,622260.199072755 5305425.38727819 0.0,"
4476,"622137.198886244 5305294.43767936 0.0,622178.218872672 5305324.10377974 0.0,"
4477,"622080.726444431 5305264.83420029 0.0,622137.198886244 5305294.43767936 0.0,"
4478,"622057.683541531 5305255.70749879 0.0,622080.726444431 5305264.83420029 0.0,"
4479,"622008.66332019 5305240.76137449 0.0,622057.683541531 5305255.70749879 0.0,"
4480,"621619.594684874 5304981.44218498 0.0,621807.282715977 5305190.66502066 0.0,622008.66332019 5305240.76137449 0.0,"
4481,"621570.165942084 5304910.09651787 0.0,621619.594684874 5304981.44218498 0.0,"
4482,"621551.34634385 5304872.91907177 0.0,621570.165942084 5304910.09651787 0.0,"
4483,"621519.418041116 5304722.64286097 0.0,621551.34634385 5304872.91907177 0.0,"
4484,"621509.360260261 5304657.17469345 0.0,621519.418041116 5304722.64286097 0.0,"
4485,"621497.34518856 5304588.38531134 0.0,621509.360260261 5304657.17469345 0.0,"
4486,"621489.176513361 5304551.47677748 0.0,621497.34518856 5304588.38531134 0.0,"
4487,"621475.945822058 5304493.15806732 0.0,621489.176513361 5304551.47677748 0.0,"
4488,"621458.655325974 5304411.99375043 0.0,621475.945822058 5304493.15806732 0.0,"
4489,"621458.655325974 5304411.99375043 0.0,621435.690841875 5304395.73307237 0.0,621419.261116454 5304397.36667922 0.0,"
4490,"621419.261116454 5304397.36667922 0.0,621350.145651138 5304447.71616843 0.0,"
4491,"621350.145651138 5304447.71616843 0.0,621304.921273199 5304469.21468795 0.0,"
4492,"621304.921273199 5304469.21468795 0.0,621278.024495154 5304478.13397591 0.0,"
4493,"621278.024495154 5304478.13397591 0.0,621257.956772572 5304482.77152316 0.0,"
4494,"621257.956772572 5304482.77152316 0.0,621179.875225694 5304482.91112438 0.0,"
4495,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
4496,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
4497,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
4498,"621201.278943246 5304451.327118 0.0,621190.905833636 5304449.85294061 0.0,"
4499,"621201.278943246 5304451.327118 0.0,621222.860532924 5304450.82399951 0.0,"
4500,"621222.860532924 5304450.82399951 0.0,621224.651092022 5304450.6836944 0.0,"
4501,"621224.651092022 5304450.6836944 0.0,621228.277068087 5304450.40402775 0.0,"
4502,"621228.277068087 5304450.40402775 0.0,621251.116991374 5304448.74884219 0.0,"
4503,"621251.116991374 5304448.74884219 0.0,621255.154164894 5304448.47782807 0.0,"
4504,"621255.154164894 5304448.47782807 0.0,621277.51610473 5304447.50207424 0.0,"
4505,"621277.51610473 5304447.50207424 0.0,621285.213183346 5304449.96535961 0.0,"
4506,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
4507,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
4508,"621438.19575585 5304365.89835116 0.0,621429.919684235 5304313.07664324 0.0,"
4509,"621429.919684235 5304313.07664324 0.0,621428.656788466 5304269.27526913 0.0,"
4510,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
4511,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
4512,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
4513,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
4514,"621740.097242012 5305545.80748422 0.0,621560.108651582 5305425.63263704 0.0,"
4515,"621560.108651582 5305425.63263704 0.0,621389.829071077 5305402.44629418 0.0,"
4516,"621389.829071077 5305402.44629418 0.0,621178.588286921 5305419.2109922 0.0,621130.998336695 5305698.46206257 0.0,"
4517,"621130.998336695 5305698.46206257 0.0,621133.722639298 5305725.07101029 0.0,"
4518,"621133.722639298 5305725.07101029 0.0,621159.511744583 5305791.42474361 0.0,621221.001370977 5305815.65417804 0.0,"
4519,"621221.001370977 5305815.65417804 0.0,621518.439152649 5305984.64528254 0.0,"
4520,"621518.439152649 5305984.64528254 0.0,621616.764129744 5306050.89476946 0.0,"
4521,"621616.764129744 5306050.89476946 0.0,621623.297464866 5306055.60232263 0.0,"
4522,"621623.297464866 5306055.60232263 0.0,621631.775159189 5306061.71848811 0.0,"
4523,"621631.775159189 5306061.71848811 0.0,621638.253384616 5306065.84671616 0.0,"
4524,"621638.253384616 5306065.84671616 0.0,621663.127222237 5306079.85828807 0.0,"
4525,"621683.667993804 5306091.19901807 0.0,621663.127222237 5306079.85828807 0.0,"
4526,"621695.485105005 5306097.45241545 0.0,621683.667993804 5306091.19901807 0.0,"
4527,"621814.673003048 5306132.30097065 0.0,621695.485105005 5306097.45241545 0.0,"
4528,"621814.673003048 5306132.30097065 0.0,622165.067484816 5305472.69636227 0.0,622260.199072755 5305425.38727819 0.0,"
4529,"622178.218872672 5305324.10377974 0.0,622260.199072755 5305425.38727819 0.0,"
4530,"622137.198886244 5305294.43767936 0.0,622178.218872672 5305324.10377974 0.0,"
4531,"622080.726444431 5305264.83420029 0.0,622137.198886244 5305294.43767936 0.0,"
4532,"622057.683541531 5305255.70749879 0.0,622080.726444431 5305264.83420029 0.0,"
4533,"622008.66332019 5305240.76137449 0.0,622057.683541531 5305255.70749879 0.0,"
4534,"621619.594684874 5304981.44218498 0.0,621807.282715977 5305190.66502066 0.0,622008.66332019 5305240.76137449 0.0,"
4535,"621570.165942084 5304910.09651787 0.0,621619.594684874 5304981.44218498 0.0,"
4536,"621551.34634385 5304872.91907177 0.0,621570.165942084 5304910.09651787 0.0,"
4537,"621519.418041116 5304722.64286097 0.0,621551.34634385 5304872.91907177 0.0,"
4538,"621509.360260261 5304657.17469345 0.0,621519.418041116 5304722.64286097 0.0,"
4539,"621497.34518856 5304588.38531134 0.0,621509.360260261 5304657.17469345 0.0,"
4540,"621489.176513361 5304551.47677748 0.0,621497.34518856 5304588.38531134 0.0,"
4541,"621475.945822058 5304493.15806732 0.0,621489.176513361 5304551.47677748 0.0,"
4542,"621458.655325974 5304411.99375043 0.0,621475.945822058 5304493.15806732 0.0,"
4543,"621458.655325974 5304411.99375043 0.0,621443.337948576 5304378.17050808 0.0,"
4544,"621443.337948576 5304378.17050808 0.0,621438.19575585 5304365.89835116 0.0,"
4545,"621438.19575585 5304365.89835116 0.0,621429.919684235 5304313.07664324 0.0,"
4546,"621429.919684235 5304313.07664324 0.0,621428.656788466 5304269.27526913 0.0,"
4547,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
4548,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
4549,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
4550,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
4551,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
4552,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
